date,yhat,yhat_lower,yhat_upper,model,product_name,distributor,key_type,key_id
2025-11-01,40.94000000000017,-2730.868341651181,2812.748341651181,sarimax,CBD 15MG 60SG,THRESHOLD,product_distributor,CBD 15MG 60SG | THRESHOLD
2025-12-01,40.94000000000017,-3878.988949061978,3960.868949061978,sarimax,CBD 15MG 60SG,THRESHOLD,product_distributor,CBD 15MG 60SG | THRESHOLD
2025-10-01,575.76,-2196.0483416511806,3347.568341651181,sarimax,CBD 15mg + Melatonin Gummies Lemon Lime 30ct,DIRECT,product_distributor,CBD 15mg + Melatonin Gummies Lemon Lime 30ct | DIRECT
2025-11-01,575.76,-3344.1689490619783,4495.688949061978,sarimax,CBD 15mg + Melatonin Gummies Lemon Lime 30ct,DIRECT,product_distributor,CBD 15mg + Melatonin Gummies Lemon Lime 30ct | DIRECT
2025-12-01,575.76,-4225.152876583078,5376.6728765830785,sarimax,CBD 15mg + Melatonin Gummies Lemon Lime 30ct,DIRECT,product_distributor,CBD 15mg + Melatonin Gummies Lemon Lime 30ct | DIRECT
2025-09-01,198.32999999999998,-2573.478341651181,2970.138341651181,sarimax,CBD 15mg + Melatonin Gummy Lemon Lime,PALKO,product_distributor,CBD 15mg + Melatonin Gummy Lemon Lime | PALKO
2025-10-01,198.32999999999998,-3721.598949061978,4118.2589490619785,sarimax,CBD 15mg + Melatonin Gummy Lemon Lime,PALKO,product_distributor,CBD 15mg + Melatonin Gummy Lemon Lime | PALKO
2025-11-01,198.32999999999998,-4602.582876583078,4999.242876583078,sarimax,CBD 15mg + Melatonin Gummy Lemon Lime,PALKO,product_distributor,CBD 15mg + Melatonin Gummy Lemon Lime | PALKO
2025-12-01,198.32999999999998,-5345.286683302362,5741.946683302362,sarimax,CBD 15mg + Melatonin Gummy Lemon Lime,PALKO,product_distributor,CBD 15mg + Melatonin Gummy Lemon Lime | PALKO
2025-10-01,209.72,-2562.088341651181,2981.5283416511807,sarimax,CBD 2000mg Peppermint,PALKO,product_distributor,CBD 2000mg Peppermint | PALKO
2025-11-01,209.72,-3710.2089490619783,4129.648949061978,sarimax,CBD 2000mg Peppermint,PALKO,product_distributor,CBD 2000mg Peppermint | PALKO
