date,yhat,yhat_lower,yhat_upper,model,product_name,distributor,key_type,key_id
2025-10-01,154.91,-4646.002876583078,4955.822876583078,sarimax,CBD + Turmeric,PALKO,product_distributor,CBD + Turmeric | PALKO
2025-11-01,154.91,-5388.706683302362,5698.526683302362,sarimax,CBD + Turmeric,PALKO,product_distributor,CBD + Turmeric | PALKO
2025-12-01,154.91,-6043.041872533003,6352.8618725330025,sarimax,CBD + Turmeric,PALKO,product_distributor,CBD + Turmeric | PALKO
2025-06-01,1460.76,-1311.0483416511809,4232.568341651181,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-07-01,1460.76,-2459.1689490619783,5380.688949061978,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-08-01,1460.76,-3340.152876583078,6261.6728765830785,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-09-01,1460.76,-4082.8566833023615,7004.376683302362,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-10-01,1460.76,-4737.191872533002,7658.711872533003,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-11-01,1460.76,-5328.756101835419,8250.27610183542,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-12-01,1460.76,-5872.755553943381,8794.27555394338,sarimax,CBD + Turmeric 60ct,DIRECT,product_distributor,CBD + Turmeric 60ct | DIRECT
2025-10-01,83.5,-2688.308341651181,2855.308341651181,sarimax,CBD 1000mg Balm,PALKO,product_distributor,CBD 1000mg Balm | PALKO
2025-11-01,83.5,-3836.428949061978,4003.428949061978,sarimax,CBD 1000mg Balm,PALKO,product_distributor,CBD 1000mg Balm | PALKO
2025-12-01,83.5,-4717.412876583078,4884.412876583078,sarimax,CBD 1000mg Balm,PALKO,product_distributor,CBD 1000mg Balm | PALKO
2025-10-01,105.57,-2666.2383416511807,2877.378341651181,sarimax,CBD 1000mg Peppermint,PALKO,product_distributor,CBD 1000mg Peppermint | PALKO
2025-11-01,105.57,-3814.358949061978,4025.4989490619782,sarimax,CBD 1000mg Peppermint,PALKO,product_distributor,CBD 1000mg Peppermint | PALKO
2025-12-01,105.57,-4695.342876583079,4906.482876583078,sarimax,CBD 1000mg Peppermint,PALKO,product_distributor,CBD 1000mg Peppermint | PALKO
2025-12-01,577.4099999999999,-2194.398341651181,3349.2183416511807,sarimax,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG + MELATONIN LEMON LIME 30GUMMY | THRESHOLD
2025-05-01,764.3100000000001,-2007.498341651181,3536.118341651181,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-06-01,764.3100000000001,-3155.618949061978,4684.238949061978,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-07-01,764.3100000000001,-4036.6028765830783,5565.222876583079,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-08-01,764.3100000000001,-4779.306683302361,6307.926683302362,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-09-01,764.3100000000001,-5433.641872533002,6962.261872533003,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-10-01,764.3100000000001,-6025.206101835419,7553.82610183542,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-11-01,764.3100000000001,-6569.20555394338,8097.825553943381,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-12-01,764.3100000000001,-7075.547898123956,8604.167898123957,sarimax,CBD 15 MG MIXED BERRY 30GUMMY,THRESHOLD,product_distributor,CBD 15 MG MIXED BERRY 30GUMMY | THRESHOLD
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD 15MG,SUPERNATURAL,product_distributor,CBD 15MG | SUPERNATURAL
2025-11-01,40.94000000000017,-2730.868341651181,2812.748341651181,sarimax,CBD 15MG 60SG,THRESHOLD,product_distributor,CBD 15MG 60SG | THRESHOLD
2025-12-01,40.94000000000017,-3878.988949061978,3960.868949061978,sarimax,CBD 15MG 60SG,THRESHOLD,product_distributor,CBD 15MG 60SG | THRESHOLD
2025-12-01,49.67000000000007,-2722.138341651181,2821.478341651181,sarimax,CBD 2000mg Peppermint,PALKO,product_distributor,CBD 2000mg Peppermint | PALKO
2025-09-01,149.01,-2622.7983416511806,2920.818341651181,sarimax,CBD 2000mg Unflavored,PALKO,product_distributor,CBD 2000mg Unflavored | PALKO
2025-10-01,149.01,-3770.9189490619783,4068.938949061978,sarimax,CBD 2000mg Unflavored,PALKO,product_distributor,CBD 2000mg Unflavored | PALKO
2025-11-01,149.01,-4651.902876583078,4949.9228765830785,sarimax,CBD 2000mg Unflavored,PALKO,product_distributor,CBD 2000mg Unflavored | PALKO
2025-12-01,149.01,-5394.6066833023615,5692.626683302362,sarimax,CBD 2000mg Unflavored,PALKO,product_distributor,CBD 2000mg Unflavored | PALKO
2025-12-01,1247.7,-1524.1083416511808,4019.5083416511807,sarimax,CBD 30MG,SUPERNATURAL,product_distributor,CBD 30MG | SUPERNATURAL
2025-12-01,4208.050000000001,1436.2416583488202,6979.858341651182,sarimax,CBD 30MG 60SG,THRESHOLD,product_distributor,CBD 30MG 60SG | THRESHOLD
2025-12-01,52.79000000000087,-2719.01834165118,2824.5983416511817,sarimax,CBD 50MG 60SG,THRESHOLD,product_distributor,CBD 50MG 60SG | THRESHOLD
2025-11-01,611.89,-2159.918341651181,3383.6983416511807,sarimax,CBD 50mg,PALKO,product_distributor,CBD 50mg | PALKO
2025-12-01,611.89,-3308.038949061978,4531.818949061978,sarimax,CBD 50mg,PALKO,product_distributor,CBD 50mg | PALKO
2025-09-01,447.2,-2324.608341651181,3219.0083416511807,sarimax,CBD BALM + LEMONGRASS 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM + LEMONGRASS 1000MG 2OZ | THRESHOLD
2025-10-01,447.2,-3472.7289490619783,4367.128949061978,sarimax,CBD BALM + LEMONGRASS 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM + LEMONGRASS 1000MG 2OZ | THRESHOLD
2025-11-01,447.2,-4353.7128765830785,5248.112876583078,sarimax,CBD BALM + LEMONGRASS 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM + LEMONGRASS 1000MG 2OZ | THRESHOLD
2025-12-01,447.2,-5096.416683302362,5990.8166833023615,sarimax,CBD BALM + LEMONGRASS 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM + LEMONGRASS 1000MG 2OZ | THRESHOLD
2025-12-01,2.842170943040401e-14,-2771.808341651181,2771.808341651181,sarimax,CBD BALM 1000MG,SUPERNATURAL,product_distributor,CBD BALM 1000MG | SUPERNATURAL
2025-10-01,357.2000000000001,-2414.6083416511806,3129.008341651181,sarimax,CBD BALM 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM 1000MG 2OZ | THRESHOLD
2025-11-01,357.2000000000001,-3562.728949061978,4277.128949061978,sarimax,CBD BALM 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM 1000MG 2OZ | THRESHOLD
2025-12-01,357.2000000000001,-4443.7128765830785,5158.112876583078,sarimax,CBD BALM 1000MG 2OZ,THRESHOLD,product_distributor,CBD BALM 1000MG 2OZ | THRESHOLD
2025-10-01,139.17000000000002,-2632.638341651181,2910.978341651181,sarimax,CBD BALM+MENTHOL 1000MG,SUPERNATURAL,product_distributor,CBD BALM+MENTHOL 1000MG | SUPERNATURAL
2025-11-01,139.17000000000002,-3780.758949061978,4059.098949061978,sarimax,CBD BALM+MENTHOL 1000MG,SUPERNATURAL,product_distributor,CBD BALM+MENTHOL 1000MG | SUPERNATURAL
2025-12-01,139.17000000000002,-4661.742876583078,4940.082876583078,sarimax,CBD BALM+MENTHOL 1000MG,SUPERNATURAL,product_distributor,CBD BALM+MENTHOL 1000MG | SUPERNATURAL
2025-11-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD Balm 1000mg 2oz,DIRECT,product_distributor,CBD Balm 1000mg 2oz | DIRECT
2025-12-01,0.0,-3919.928949061978,3919.928949061978,sarimax,CBD Balm 1000mg 2oz,DIRECT,product_distributor,CBD Balm 1000mg 2oz | DIRECT
2025-11-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD Balm 1000mg 2oz,ALL,product_distributor,CBD Balm 1000mg 2oz | ALL
2025-12-01,0.0,-3919.928949061978,3919.928949061978,sarimax,CBD Balm 1000mg 2oz,ALL,product_distributor,CBD Balm 1000mg 2oz | ALL
2025-12-01,-3.552713678800501e-15,-2771.808341651181,2771.808341651181,sarimax,CBD DOUBLE POTENCY 30MG,SUPERNATURAL,product_distributor,CBD DOUBLE POTENCY 30MG | SUPERNATURAL
2025-12-01,179.91,-2591.898341651181,2951.7183416511807,sarimax,CBD EXTRA STRENGTH 50MG,SUPERNATURAL,product_distributor,CBD EXTRA STRENGTH 50MG | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD EXTRA STRENGTH+SLEEP,SUPERNATURAL,product_distributor,CBD EXTRA STRENGTH+SLEEP | SUPERNATURAL
2025-12-01,46.39,-2725.418341651181,2818.1983416511807,sarimax,CBD GEL+ARNICA 1000MG,SUPERNATURAL,product_distributor,CBD GEL+ARNICA 1000MG | SUPERNATURAL
2025-08-01,5.684341886080802e-14,-2771.808341651181,2771.808341651181,sarimax,CBD GUMMY BERRY 15MG TBDM,SUPERNATURAL,product_distributor,CBD GUMMY BERRY 15MG TBDM | SUPERNATURAL
2025-09-01,5.684341886080802e-14,-3919.928949061978,3919.928949061978,sarimax,CBD GUMMY BERRY 15MG TBDM,SUPERNATURAL,product_distributor,CBD GUMMY BERRY 15MG TBDM | SUPERNATURAL
2025-10-01,5.684341886080802e-14,-4800.912876583078,4800.912876583078,sarimax,CBD GUMMY BERRY 15MG TBDM,SUPERNATURAL,product_distributor,CBD GUMMY BERRY 15MG TBDM | SUPERNATURAL
2025-11-01,5.684341886080802e-14,-5543.616683302362,5543.616683302362,sarimax,CBD GUMMY BERRY 15MG TBDM,SUPERNATURAL,product_distributor,CBD GUMMY BERRY 15MG TBDM | SUPERNATURAL
2025-12-01,5.684341886080802e-14,-6197.951872533003,6197.951872533003,sarimax,CBD GUMMY BERRY 15MG TBDM,SUPERNATURAL,product_distributor,CBD GUMMY BERRY 15MG TBDM | SUPERNATURAL
2025-12-01,223.93,-2547.878341651181,2995.7383416511807,sarimax,CBD GUMMY MELATONIN 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MELATONIN 15MG | SUPERNATURAL
2025-04-01,118.36000000000007,-2653.4483416511807,2890.168341651181,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-05-01,118.36000000000007,-3801.568949061978,4038.288949061978,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-06-01,118.36000000000007,-4682.552876583079,4919.272876583078,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-07-01,118.36000000000007,-5425.256683302362,5661.976683302361,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-08-01,118.36000000000007,-6079.591872533003,6316.311872533002,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-09-01,118.36000000000007,-6671.15610183542,6907.876101835419,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-10-01,118.36000000000007,-7215.155553943381,7451.8755539433805,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-11-01,118.36000000000007,-7721.4978981239565,7958.217898123956,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-12-01,118.36000000000007,-8197.065024953543,8433.785024953544,sarimax,CBD GUMMY MIX BERRY 15MG,SUPERNATURAL,product_distributor,CBD GUMMY MIX BERRY 15MG | SUPERNATURAL
2025-07-01,115.40000000000002,-2656.4083416511808,2887.208341651181,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-08-01,115.40000000000002,-3804.528949061978,4035.328949061978,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-09-01,115.40000000000002,-4685.512876583079,4916.312876583078,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-10-01,115.40000000000002,-5428.216683302362,5659.016683302361,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-11-01,115.40000000000002,-6082.551872533003,6313.351872533002,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-12-01,115.40000000000002,-6674.11610183542,6904.916101835419,sarimax,CBD Gummy 15mg Mixed Berry,PALKO,product_distributor,CBD Gummy 15mg Mixed Berry | PALKO
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD OIL 1000MG PEPPERMINT,SUPERNATURAL,product_distributor,CBD OIL 1000MG PEPPERMINT | SUPERNATURAL
2025-09-01,1410.4399999999998,-1361.368341651181,4182.24834165118,sarimax,CBD OIL 1000MG PEPPERMINT 1OZ,THRESHOLD,product_distributor,CBD OIL 1000MG PEPPERMINT 1OZ | THRESHOLD
2025-10-01,1410.4399999999998,-2509.488949061978,5330.368949061978,sarimax,CBD OIL 1000MG PEPPERMINT 1OZ,THRESHOLD,product_distributor,CBD OIL 1000MG PEPPERMINT 1OZ | THRESHOLD
2025-11-01,1410.4399999999998,-3390.4728765830787,6211.352876583078,sarimax,CBD OIL 1000MG PEPPERMINT 1OZ,THRESHOLD,product_distributor,CBD OIL 1000MG PEPPERMINT 1OZ | THRESHOLD
2025-12-01,1410.4399999999998,-4133.176683302362,6954.056683302361,sarimax,CBD OIL 1000MG PEPPERMINT 1OZ,THRESHOLD,product_distributor,CBD OIL 1000MG PEPPERMINT 1OZ | THRESHOLD
2025-09-01,289.2000000000007,-2482.60834165118,3061.0083416511816,sarimax,CBD OIL 2000MG PEPPERMINT 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG PEPPERMINT 2OZ | THRESHOLD
2025-10-01,289.2000000000007,-3630.7289490619773,4209.128949061978,sarimax,CBD OIL 2000MG PEPPERMINT 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG PEPPERMINT 2OZ | THRESHOLD
2025-11-01,289.2000000000007,-4511.712876583078,5090.112876583079,sarimax,CBD OIL 2000MG PEPPERMINT 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG PEPPERMINT 2OZ | THRESHOLD
2025-12-01,289.2000000000007,-5254.416683302361,5832.816683302362,sarimax,CBD OIL 2000MG PEPPERMINT 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG PEPPERMINT 2OZ | THRESHOLD
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD OIL 2000MG PEPPRMNT,SUPERNATURAL,product_distributor,CBD OIL 2000MG PEPPRMNT | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD OIL 2000MG UNFLAVORED,SUPERNATURAL,product_distributor,CBD OIL 2000MG UNFLAVORED | SUPERNATURAL
2025-06-01,3042.63,270.82165834881926,5814.438341651181,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-07-01,3042.63,-877.298949061978,6962.558949061979,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-08-01,3042.63,-1758.2828765830782,7843.542876583078,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-09-01,3042.63,-2500.9866833023616,8586.24668330236,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-10-01,3042.63,-3155.3218725330025,9240.581872533003,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-11-01,3042.63,-3746.886101835419,9832.14610183542,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-12-01,3042.63,-4290.885553943381,10376.145553943381,sarimax,CBD OIL 2000MG UNFLAVORED 2OZ,THRESHOLD,product_distributor,CBD OIL 2000MG UNFLAVORED 2OZ | THRESHOLD
2025-12-01,129.51,-2642.2983416511806,2901.318341651181,sarimax,CBD OIL 250 MG UNFLAVORED,SUPERNATURAL,product_distributor,CBD OIL 250 MG UNFLAVORED | SUPERNATURAL
2025-12-01,1011.0500000000001,-1760.7583416511807,3782.858341651181,sarimax,CBD OIL 250MG UNFLAVORED 1OZ,THRESHOLD,product_distributor,CBD OIL 250MG UNFLAVORED 1OZ | THRESHOLD
2025-12-01,388.44,-2383.368341651181,3160.248341651181,sarimax,CBD Oil Drops 250mg (flavorless) 1 fl. oz.,DIRECT,product_distributor,CBD Oil Drops 250mg (flavorless) 1 fl. oz. | DIRECT
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD XTRA STRENGTH 50MG,SUPERNATURAL,product_distributor,CBD XTRA STRENGTH 50MG | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD+ASHWAGANDHA,SUPERNATURAL,product_distributor,CBD+ASHWAGANDHA | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD+MELATONIN,SUPERNATURAL,product_distributor,CBD+MELATONIN | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD+POWER TO SLEEP,SUPERNATURAL,product_distributor,CBD+POWER TO SLEEP | SUPERNATURAL
2025-12-01,0.0,-2771.808341651181,2771.808341651181,sarimax,CBD+TURMERIC,SUPERNATURAL,product_distributor,CBD+TURMERIC | SUPERNATURAL
2025-11-01,50.370000000000005,-2721.438341651181,2822.1783416511807,sarimax,CLA LEAN FAT REDUCTION,SUPERNATURAL,product_distributor,CLA LEAN FAT REDUCTION | SUPERNATURAL
2025-12-01,50.370000000000005,-3869.558949061978,3970.298949061978,sarimax,CLA LEAN FAT REDUCTION,SUPERNATURAL,product_distributor,CLA LEAN FAT REDUCTION | SUPERNATURAL
2025-11-01,47.970000000000006,-2723.838341651181,2819.7783416511807,sarimax,CLEANSE&FLUSH WEIGHT LOSS,SUPERNATURAL,product_distributor,CLEANSE&FLUSH WEIGHT LOSS | SUPERNATURAL
2025-12-01,47.970000000000006,-3871.9589490619783,3967.898949061978,sarimax,CLEANSE&FLUSH WEIGHT LOSS,SUPERNATURAL,product_distributor,CLEANSE&FLUSH WEIGHT LOSS | SUPERNATURAL
2025-10-01,127.91999999999999,-2643.888341651181,2899.728341651181,sarimax,COLON FLUSH XTRA STRENGTH,SUPERNATURAL,product_distributor,COLON FLUSH XTRA STRENGTH | SUPERNATURAL
2025-11-01,127.91999999999999,-3792.008949061978,4047.848949061978,sarimax,COLON FLUSH XTRA STRENGTH,SUPERNATURAL,product_distributor,COLON FLUSH XTRA STRENGTH | SUPERNATURAL
2025-12-01,127.91999999999999,-4672.992876583078,4928.832876583078,sarimax,COLON FLUSH XTRA STRENGTH,SUPERNATURAL,product_distributor,COLON FLUSH XTRA STRENGTH | SUPERNATURAL
2025-12-01,539.1100000000001,-2232.6983416511807,3310.918341651181,sarimax,CoQ10-RED 60ct,KEHE,product_distributor,CoQ10-RED 60ct | KEHE
2025-12-01,159.9,-2611.9083416511808,2931.708341651181,sarimax,DAILY GENTLE CLEANSE,SUPERNATURAL,product_distributor,DAILY GENTLE CLEANSE | SUPERNATURAL
